track name= "chr18 t1519"  description= "test"  visibility= 2
chr18		70129124		70129343
chr18		1386426			1386812
chr18		14068436		14068792
chr18		27583616		27584428
chr18		68267896		68268151
chr18		77743041		77743291
chr18		78667434		78668136
chr18		53217636		53217913
chr18		69389524		69390239
chr18		37206631		37207515
chr18		61161490		61161701
chr18		68849769		68850506
chr18		70737469		70737772
chr18		4348248			4348725
chr18		14067830		14068109
chr18		22405633		22406203
chr18		61117056		61117346
chr18		71378634		71378888
chr18		43513501		43513742
chr18		65728517		65728897
chr18		72620227		72620459
chr18		6357343			6357744
chr18		66680612		66680891
chr18		28537934		28538213
chr18		31088831		31089082
chr18		57014931		57015179
chr18		57711696		57711937
chr18		32606721		32607866
chr18		43807106		43807349
chr18		64778003		64778362
chr18		70925139		70925441
chr18		5220300			5220541
chr18		78722647		78723010
chr18		28298437		28298790
chr18		35795738		35796262
chr18		63843823		63844072
chr18		67135366		67135575
chr18		32796860		32797092
chr18		72620460		72620733
chr18		35108276		35108780
chr18		61088428		61088850
chr18		8489593			8490008
chr18		22920774		22920984
chr18		46800778		46801092
chr18		2534237			2534442
chr18		2816465			2816808
chr18		14879284		14879634
chr18		63873327		63873656
chr18		78694448		78694742
chr18		2642603			2643016
chr18		62473503		62473810
chr18		76790725		76790932
chr18		2697966			2698156
chr18		37246969		37247583
chr18		50586399		50586638
chr18		60909914		60910144
chr18		44108650		44108833
chr18		69778922		69779117
chr18		30388216		30388747
chr18		30442397		30442615
chr18		38597601		38598269
chr18		78347608		78348623
chr18		41367085		41367296
chr18		54901305		54901519
chr18		68868425		68868608
chr18		6437571			6437751
chr18		73256480		73256712
chr18		6481247			6481872
chr18		52444790		52445116
chr18		4928432			4928619
chr18		72223014		72223325
chr18		78674145		78674436
chr18		14285630		14285879
chr18		56549500		56549818
chr18		11612573		11613179
chr18		35361540		35361986
chr18		70346366		70347616
chr18		36608812		36609183
chr18		45836201		45836484
chr18		69993710		69993938
chr18		37935669		37935929
chr18		42978884		42979109
chr18		22856929		22857406
chr18		61060070		61060252
chr18		68374989		68376029
chr18		12343777		12344007
chr18		34905291		34905457
chr18		65876310		65876514
chr18		64784502		64784793
chr18		49200487		49200711
chr18		51994044		51994253
chr18		2646245			2646440
chr18		60304782		60305004
chr18		27887012		27887697
chr18		39596437		39596627
chr18		64660524		64660796
chr18		68467590		68467822
chr18		28425636		28425854
chr18		68231956		68232212
chr18		7991343			7991553
chr18		48162863		48163170
chr18		22701168		22701390
chr18		66093587		66093782
chr18		37208225		37208535
chr18		39122189		39122486
chr18		43395792		43395986
chr18		27246735		27246999
chr18		53130981		53131455
chr18		64265185		64265517
chr18		11437802		11437998
chr18		41719010		41719510
chr18		14764540		14764833
chr18		31613066		31613586
chr18		22486680		22486840
chr18		68472798		68472965
chr18		71768125		71768405
chr18		73216373		73216531
chr18		34572824		34572988
chr18		76218964		76219125
chr18		989790			989938
chr18		10850098		10850509
chr18		44543244		44543475
chr18		54174044		54174189
chr18		10818258		10818475
chr18		60367807		60367970
chr18		28726490		28726856
chr18		44284127		44284465
chr18		38331216		38331533
chr18		70919009		70919346
chr18		72027505		72028007
chr18		46269911		46270085
chr18		54060842		54060978
chr18		55123687		55124207
chr18		60658170		60658324
chr18		60423201		60423391
chr18		28499427		28499692
chr18		43642227		43642814
chr18		1762504			1762710
chr18		48961220		48961405
chr18		69198458		69198619
chr18		73749430		73749672
chr18		45136508		45136660
chr18		76860421		76860726
chr18		27923801		27924177
chr18		4448051			4448188
chr18		53271579		53271740
chr18		67471617		67472114
chr18		5532799			5532962
chr18		31919785		31920025
chr18		44181413		44181743
chr18		42296212		42296358
chr18		13770972		13771154
chr18		523507			523669
chr18		69523403		69523677
chr18		5444399			5444525
chr18		61607134		61607355
chr18		52553246		52553569
chr18		63813909		63814056
chr18		4105983			4106109
chr18		34572989		34573097
chr18		1506030			1506164
chr18		68470247		68470383
chr18		10732132		10732378
chr18		63368127		63368255
chr18		70781681		70782219
chr18		32078589		32078762
chr18		35147256		35147498
chr18		7005995			7006367
chr18		44049259		44049376
chr18		34561759		34561895
chr18		62802871		62803125
chr18		66158293		66158529
chr18		53299325		53299473
chr18		32830565		32830673
chr18		62002834		62002954
chr18		28048450		28048692
chr18		22552080		22552440
chr18		63068427		63068724
chr18		65731014		65731170
chr18		6419494			6419669
chr18		29484588		29484830
chr18		33963883		33963999
chr18		991591			991679
chr18		34366805		34366929
chr18		43890012		43890106
chr18		61377331		61377453
chr18		1203574			1203916
chr18		21497919		21498069
chr18		24373646		24373763
chr18		14120322		14120474
chr18		67173044		67173738
chr18		61343858		61343972
chr18		35920788		35921194
chr18		66676759		66676869
chr18		72609490		72609627
chr18		75365269		75365382
chr18		46012436		46012869
chr18		68389079		68389204
chr18		68818346		68818442
chr18		2773806			2774209
chr18		15301043		15301262
chr18		69492224		69492482
chr18		13227402		13227539
chr18		38102767		38103029
chr18		67824199		67824288
chr18		70037430		70037627
chr18		23053610		23053791
chr18		64895979		64896075
chr18		70787604		70787708
chr18		14720327		14720480
chr18		32846302		32846396
chr18		52235592		52235821
chr18		24097784		24097877
chr18		30267085		30268313
chr18		32754546		32754639
chr18		67940498		67941020
chr18		79123448		79123727
chr18		27342088		27342300
chr18		14211389		14211595
chr18		1644746			1644827
chr18		62938670		62938769
chr18		63368055		63368126
chr18		60744975		60745084
chr18		79205374		79205528
chr18		31608530		31608713
chr18		80408366		80408454
chr18		6992034			6992137
chr18		68818442		68818503
chr18		42695217		42695308
chr18		70698763		70698867
chr18		7652612			7652712
chr18		13967347		13967626
chr18		55024654		55024721
chr18		76989106		76989170
chr18		48769677		48769829
chr18		64615083		64615143
chr18		13183486		13183764
chr18		29284486		29284547
chr18		53375395		53375557
chr18		14066909		14066981
chr18		77939157		77939353
chr18		53795483		53795534
chr18		61130128		61130179
chr18		5935632			5935812
chr18		5935632			5935812
chr18		62210271		62210551
chr18		13948171		13948330
chr18		8433185			8433538
chr18		21610591		21610736
chr18		6209558			6209619
chr18		68146005		68146060
chr18		62685042		62685204
chr18		34373610		34373721
chr18		41284924		41284963
chr18		4928940			4928987
chr18		65271234		65271303
chr18		13247502		13247553
chr18		40709687		40709727
chr18		65876274		65876309
chr18		60221258		60221289
chr18		22623702		22623988
chr18		32833157		32833186
chr18		42690531		42690560
chr18		33465949		33465976
chr18		48671905		48672010
